	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	1	4	2	random	3	2	3	4	1	112
1	5	4	2	1	random	4	3	1	3	2	112
2	1	1	2	1	A	3	3	4	4	2	112
3	3	3	2	1	random	2	1	4	3	4	112
4	4	4	2	1	random	2	3	1	4	3	112
5	2	1	2	4	random	1	4	3	2	3	112
6	3	2	1	2	random	4	3	4	1	3	112
7	6	1	3	4	random	2	2	4	3	1	112
8	1	3	3	2	C	2	4	1	4	1	112
9	6	2	4	1	random	2	3	1	4	3	112
10	1	2	1	3	B	1	4	3	2	4	112
11	2	1	2	4	random	1	4	3	3	2	112
12	7	1	3	4	random	2	4	2	3	1	112
13	4	3	2	4	random	1	1	4	2	3	112
14	6	2	3	2	random	1	1	4	4	3	112
