	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	3	3	1	2	random	1	4	2	3	4	112
1	6	3	1	2	random	1	4	2	3	4	112
2	2	1	3	1	random	4	4	2	3	2	112
3	1	1	2	1	A	3	3	4	4	2	112
4	4	1	3	1	random	4	2	4	3	2	112
5	6	4	2	3	random	4	1	3	1	2	112
6	7	1	3	4	random	3	2	4	1	2	112
7	5	2	4	3	random	1	3	1	2	4	112
8	5	4	3	2	random	3	1	2	4	1	112
9	5	2	4	3	random	2	1	3	4	1	112
10	1	3	3	2	C	2	4	1	4	1	112
11	1	2	1	3	B	1	4	3	2	4	112
12	6	2	1	2	random	3	3	4	4	1	112
13	5	4	2	4	random	1	1	3	2	3	112
14	3	4	3	1	random	3	1	2	4	2	112
