	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	448.0	447.0	384.0	383.0	384.0	383.0	e	3809	3072	690.0	690	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	416.0	415.0	432.0	431.0	120	464.0	463.0	0	544.0	543.0
1	1	1	400.0	399.0	465.0	464.0	432.0	431.0	e	3809	3040	358.0	358	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	368.0	367.0	463.0	463.0	120	448.0	447.0	0	464.0	463.0
2	1	1	480.0	479.0	400.0	399.0	432.0	431.0	e	3809	2912	568.0	568	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	384.0	383.0	416.0	415.0	120	400.0	399.0	0	400.0	399.0
3	1	1	384.0	383.0	304.0	303.0	368.0	367.0	e	3809	2864	471.0	471	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	432.0	431.0	464.0	463.0	120	512.0	511.0	0	400.0	399.0
4	1	1	432.0	431.0	416.0	415.0	432.0	431.0	e	3809	3264	470.0	470	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	528.0	527.0	528.0	527.0	120	576.0	575.0	0	352.0	351.0
5	0	1	544.0	543.0	496.0	495.0	416.0	415.0	e	3809	3200	711.0	711	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	447.0	447.0	497.0	496.0	120	384.0	383.0	1	416.0	415.0
6	0	1			640.0	639.0	512.0	511.0	e	3809	3407	392.0	392	[1, 4, 2, 3, 1, 3, 4]	[1, 4, 2, 3, 1, 3, 4, 2]	B	576.0	575.0	544.0	543.0	120	624.0	623.0	1	511.0	511.0
7	1	1	560.0	559.0	384.0	383.0	368.0	367.0	e	3809	3360	384.0	384	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	432.0	431.0	672.0	671.0	120	512.0	511.0	0	432.0	431.0
8	1	1	464.0	463.0	433.0	432.0	400.0	399.0	e	3809	3104	551.0	551	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	496.0	495.0	431.0	431.0	120	432.0	431.0	0	448.0	447.0
9	0	1	448.0	447.0	400.0	399.0	688.0	687.0	e	3809	3408	423.0	423	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	480.0	479.0	496.0	495.0	120	432.0	431.0	1	464.0	463.0
10	1	1	496.0	495.0	416.0	415.0	416.0	415.0	e	3809	3151	473.0	473	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	432.0	431.0	496.0	495.0	120	448.0	447.0	0	447.0	447.0
11	0	1			465.0	464.0	432.0	431.0	e	3809	3008	613.0	613	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	A	400.0	399.0	511.0	511.0	120	592.0	591.0	1	608.0	607.0
12	0	1	672.0	671.0	592.0	591.0	384.0	383.0	e	3809	3504	445.0	445	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	432.0	431.0	544.0	543.0	120	432.0	431.0	1	448.0	447.0
