	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	4	2	3	random	4	1	3	2	1	115
1	6	2	4	2	random	3	3	1	4	1	115
2	7	3	2	1	random	4	4	1	2	3	115
3	7	3	1	3	random	4	2	4	2	1	115
4	7	4	1	2	random	1	2	3	3	4	115
5	7	2	1	3	A	1	4	3	2	4	115
6	7	2	2	4	C	4	1	3	1	3	115
7	7	2	3	2	random	1	1	4	3	4	115
8	4	3	1	3	random	1	4	2	2	4	115
9	7	2	3	1	random	3	4	1	4	2	115
10	7	3	1	2	random	3	4	2	4	1	115
11	1	3	3	2	B	2	4	1	4	1	115
12	7	2	4	3	random	2	3	1	1	4	115
13	1	2	3	2	random	1	4	1	4	3	115
14	7	4	2	3	random	2	1	3	1	4	115
