	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1					736.0	734.0	e	3164	1872	1452.0	1452	[2, 1, 4, 2]	[2, 1, 4, 2, 3, 1, 4, 3]	B					115	640.0	638.0	1	496.0	494.0
1	1	1	320.0	318.0	304.0	302.0	368.0	366.0	e	3164	2431	383.0	383	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	A	351.0	349.0	352.0	351.0	115	352.0	350.0	0	384.0	382.0
2	1	1	336.0	334.0	336.0	334.0	352.0	350.0	e	3164	2336	532.0	532	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	304.0	302.0	336.0	334.0	115	352.0	350.0	0	320.0	318.0
3	1	1	304.0	302.0	320.0	318.0	304.0	302.0	e	3164	2352	372.0	372	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	A	368.0	366.0	352.0	350.0	115	304.0	302.0	0	400.0	398.0
4	1	1	400.0	398.0	320.0	318.0	304.0	302.0	e	3164	2304	467.0	467	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	B	352.0	350.0	256.0	254.0	115	320.0	318.0	0	352.0	350.0
5	1	1	336.0	334.0	272.0	270.0	352.0	350.0	e	3164	2432	402.0	402	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	A	400.0	398.0	384.0	382.0	115	320.0	318.0	0	368.0	366.0
6	1	1	320.0	318.0	272.0	270.0	368.0	366.0	e	3164	2432	434.0	434	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	A	304.0	302.0	480.0	478.0	115	320.0	317.0	0	368.0	366.0
7	1	1	384.0	382.0	320.0	318.0	304.0	302.0	e	3164	2336	388.0	388	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	B	352.0	350.0	272.0	270.0	115	336.0	334.0	0	368.0	366.0
8	1	1	336.0	334.0	336.0	334.0	320.0	317.0	e	3164	2383	515.0	515	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	288.0	286.0	320.0	318.0	115	351.0	349.0	0	432.0	430.0
9	0	1							e	3164	256	483.0	483	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C					115			0		254.0
10	1	1	400.0	398.0	352.0	350.0	368.0	366.0	e	3164	2368	374.0	374	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	320.0	318.0	336.0	334.0	115	320.0	318.0	0	272.0	270.0
11	1	1	336.0	334.0	336.0	334.0	352.0	350.0	e	3164	2592	417.0	417	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	A	384.0	382.0	352.0	350.0	115	384.0	382.0	0	448.0	446.0
12	1	1	576.0	574.0	320.0	318.0	272.0	270.0	e	3164	2497	387.0	387	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	B	385.0	383.0	304.0	302.0	115	320.0	318.0	0	320.0	318.0
13	1	1	352.0	350.0	336.0	334.0	384.0	382.0	e	3164	2432	354.0	354	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	B	432.0	430.0	272.0	270.0	115	320.0	318.0	0	336.0	334.0
14	1	1	288.0	286.0	336.0	334.0	384.0	382.0	e	3164	2160	386.0	386	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	B	336.0	334.0	256.0	254.0	115	288.0	286.0	0	272.0	270.0
15	1	1	384.0	382.0	320.0	318.0	352.0	350.0	e	3164	2399	451.0	451	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	288.0	286.0	400.0	398.0	115	303.0	301.0	0	352.0	350.0
16	1	1	288.0	286.0	336.0	334.0	448.0	446.0	e	3164	2144	517.0	517	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	B	304.0	302.0	240.0	238.0	115	272.0	270.0	0	256.0	254.0
