	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	3	2	3	random	4	1	4	2	1	128
1	7	3	1	4	random	3	4	2	2	1	128
2	7	3	2	1	random	2	1	4	4	3	128
3	7	4	3	1	random	4	2	1	2	3	128
4	7	2	1	3	random	4	4	3	1	2	128
5	7	3	4	3	random	4	2	1	2	1	128
6	1	3	3	2	C	2	4	1	4	1	128
7	7	2	1	4	random	1	4	3	3	2	128
8	7	2	1	4	random	1	4	3	2	3	128
9	7	2	1	3	random	4	3	4	1	2	128
10	7	2	4	3	random	1	1	3	4	2	128
11	7	1	2	1	A	3	3	4	4	2	128
12	1	2	1	3	B	1	4	3	2	4	128
13	7	1	4	1	random	4	3	2	2	3	128
14	7	3	1	3	random	2	2	4	1	4	128
