	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1		382.0	288.0	286.0	416.0	414.0	e	3770	2847	445.0	445	[2, 1, 4, 2, 3, 1, 4, 2]	[2, 1, 4, 2, 3, 1, 4, 3]	B	416.0	414.0	528.0	526.0	127	367.0	365.0	0	448.0	446.0
1	1	1	528.0	526.0	416.0	414.0	336.0	334.0	e	3770	3136	405.0	405	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	B	448.0	446.0	512.0	510.0	127	368.0	366.0	0	528.0	526.0
2	1	1	480.0	478.0	320.0	318.0	448.0	445.0	e	3770	3023	386.0	386	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	496.0	494.0	352.0	350.0	127	431.0	429.0	0	496.0	494.0
3	1	1	512.0	510.0	320.0	318.0	544.0	542.0	e	3770	3153	323.0	323	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	448.0	446.0	336.0	334.0	127	465.0	463.0	0	528.0	526.0
4	1	1	624.0	622.0	368.0	366.0	287.0	286.0	e	3770	2863	467.0	467	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	B	416.0	414.0	432.0	430.0	127	336.0	334.0	0	400.0	398.0
5	1	1	272.0	270.0	352.0	350.0	384.0	382.0	e	3770	2528	483.0	483	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	368.0	366.0	368.0	366.0	127	400.0	398.0	0	384.0	382.0
6	1	1	336.0	334.0	320.0	318.0	368.0	366.0	e	3770	2128	259.0	259	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	416.0	414.0	224.0	222.0	127	336.0	335.0	0	128.0	126.0
7	1	1	112.0	110.0	320.0	318.0	416.0	414.0	e	3770	1888	227.0	227	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	288.0	286.0	432.0	430.0	127	208.0	206.0	0	112.0	110.0
8	1	1	384.0	382.0	400.0	398.0	369.0	367.0	e	3770	2689	403.0	403	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	A	464.0	462.0	416.0	414.0	127	304.0	302.0	0	352.0	350.0
9	1	1	160.0	158.0	400.0	398.0	432.0	430.0	e	3770	2176	418.0	418	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	C	304.0	302.0	240.0	238.0	127	416.0	414.0	0	224.0	222.0
