	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	4	1	2	random	1	3	2	4	3	129
1	1	2	1	3	C	1	4	3	2	4	129
2	6	3	2	3	random	4	4	1	2	1	129
3	3	3	2	1	random	3	4	1	4	2	129
4	3	4	3	1	random	3	1	2	4	2	129
5	2	2	2	4	A	4	1	3	1	3	129
6	4	4	3	4	random	1	2	1	2	3	129
7	5	2	1	4	random	2	4	3	3	1	129
8	4	2	4	3	random	1	3	1	4	2	129
9	7	4	2	3	random	1	1	3	4	2	129
10	5	2	1	4	random	1	3	4	2	3	129
11	5	3	4	3	random	1	1	2	4	2	129
12	3	3	4	1	random	4	1	2	3	2	129
13	4	1	2	1	B	3	3	4	4	2	129
14	5	3	2	3	random	4	4	1	2	1	129
