	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	496.0	494.0	400.0	398.0	352.0	350.0	e	3914	3040	684.0	684	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	624.0	622.0	464.0	462.0	132	384.0	382.0	0	320.0	318.0
1	1	1	400.0	398.0	400.0	398.0	368.0	366.0	e	3914	2944	645.0	645	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	448.0	446.0	464.0	462.0	132	416.0	414.0	0	448.0	446.0
2	1	1	672.0	670.0	416.0	414.0	448.0	446.0	e	3914	3152	499.0	499	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	448.0	446.0	384.0	382.0	132	400.0	398.0	0	384.0	382.0
3	1	1	672.0	670.0	384.0	382.0	384.0	382.0	e	3914	3056	532.0	532	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	416.0	414.0	368.0	366.0	132	416.0	414.0	0	416.0	414.0
4	1	1	496.0	494.0	465.0	463.0	352.0	350.0	e	3914	3169	642.0	642	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	544.0	542.0	448.0	446.0	132	432.0	430.0	0	432.0	430.0
5	1	1	464.0	462.0	368.0	366.0	368.0	366.0	e	3914	2928	548.0	548	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	432.0	430.0	464.0	462.0	132	352.0	350.0	0	480.0	478.0
6	0	1			432.0	430.0	368.0	366.0	e	3914	2704	898.0	898	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	A	672.0	670.0	448.0	446.0	132	448.0	446.0	1	336.0	334.0
7	1	1	592.0	590.0	320.0	318.0	384.0	382.0	e	3914	2704	549.0	549	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	352.0	350.0	304.0	302.0	132	368.0	366.0	0	384.0	382.0
8	1	1	368.0	366.0	352.0	350.0	320.0	318.0	e	3914	2640	482.0	482	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	432.0	430.0	528.0	526.0	132	288.0	286.0	0	352.0	350.0
9	1	1	576.0	574.0	352.0	350.0	368.0	366.0	e	3914	2640	498.0	498	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	304.0	302.0	304.0	302.0	132	352.0	350.0	0	384.0	382.0
10	1	1	432.0	430.0	304.0	302.0	320.0	318.0	e	3914	2624	450.0	450	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	320.0	318.0	304.0	301.0	132	576.0	574.0	0	368.0	365.0
