	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	416.0	414.0	512.0	510.0	336.0	334.0	e	3039	933	933	[1, 4, 3, 2, 3, 2, 1, 4]	[1, 4, 3, 2, 3, 2, 1, 4]	random	352.0	350.0	352.0	350.0	106	527.0	525	0	544	542
1	1	1	480.0	478.0	640.0	638.0	320.0	318.0	e	4288	478	478	[2, 1, 4, 3, 4, 1, 3, 2]	[2, 1, 4, 3, 4, 1, 3, 2]	random	1424.0	1422.0	544.0	542.0	106	448.0	446	0	432	430
2	1	1	400.0	398.0	464.0	462.0	336.0	334.0	e	3104	910	910	[1, 2, 4, 3, 4, 3, 1, 2]	[1, 2, 4, 3, 4, 3, 1, 2]	random	448.0	446.0	464.0	462.0	106	512.0	510	0	480	478
3	1	1	528.0	526.0	624.0	622.0	304.0	302.0	e	3152	510	510	[4, 3, 2, 1, 3, 2, 4, 1]	[4, 3, 2, 1, 3, 2, 4, 1]	random	496.0	494.0	496.0	494.0	106	384.0	382	0	320	318
4	1	1	512.0	510.0	464.0	462.0	480.0	478.0	e	3040	574	574	[2, 3, 4, 1, 4, 2, 3, 1]	[2, 3, 4, 1, 4, 2, 3, 1]	random	384.0	382.0	464.0	462.0	106	384.0	382	0	352	350
5	1	1	544.0	542.0	448.0	446.0	368.0	366.0	e	2975	447	447	[2, 3, 4, 1, 4, 2, 1, 3]	[2, 3, 4, 1, 4, 2, 1, 3]	random	495.0	494.0	400.0	398.0	106	352.0	350	0	368	366
6	1	1	512.0	510.0	496.0	494.0	416.0	414.0	e	3840	495	495	[1, 3, 2, 4, 1, 3, 4, 2]	[1, 3, 2, 4, 1, 3, 4, 2]	random	608.0	606.0	656.0	654.0	106	496.0	494	0	656	654
7	1	1	480.0	478.0	496.0	494.0	368.0	366.0	e	3184	479	479	[4, 3, 2, 1, 3, 4, 2, 1]	[4, 3, 2, 1, 3, 4, 2, 1]	random	544.0	542.0	528.0	526.0	106	384.0	382	0	384	382
8	1	1	496.0	494.0	752.0	750.0	432.0	430.0	e	3695	592	592	[3, 1, 2, 4, 3, 4, 1, 2]	[3, 1, 2, 4, 3, 4, 1, 2]	random	512.0	510.0	640.0	638.0	106	448.0	446	0	415	413
9	1	1	336.0	334.0	496.0	494.0	304.0	302.0	e	2864	447	447	[4, 2, 3, 1, 3, 2, 1, 4]	[4, 2, 3, 1, 3, 2, 1, 4]	random	368.0	366.0	352.0	350.0	106	480.0	478	0	528	526
