	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1							e	4115	448	467.0	467	[1, 3]	[1, 4, 2, 3, 1, 3, 4, 2]	C					105			0		448.0
1	0	1			384.0	384.0	512.0	512.0	e	4115	2752	761.0	761	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	A	416.0	416.0	352.0	352.0	105	512.0	512.0	1	576.0	576.0
2	1	1	464.0	464.0	352.0	352.0	336.0	336.0	e	4115	2864	354.0	354	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	480.0	480.0	480.0	480.0	105	352.0	352.0	0	400.0	400.0
3	0	1							e	4115	416	423.0	423	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A					105			0		416.0
4	0	1							e	4115	0		217	[3]	[1, 4, 2, 3, 1, 3, 4, 2]	C					105			0		
5	1	1	496.0	496.0	448.0	448.0	528.0	528.0	e	4115	3120	456.0	456	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	384.0	384.0	320.0	320.0	105	512.0	512.0	0	432.0	432.0
6	1	1	448.0	448.0	432.0	432.0	512.0	512.0	e	4115	3280	455.0	455	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	368.0	368.0	384.0	384.0	105	480.0	480.0	0	656.0	656.0
7	1	1	416.0	415.0	416.0	416.0	384.0	384.0	e	4115	3040	392.0	392	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	416.0	576.0	576.0	105	400.0	399.0	0	432.0	432.0
8	0	1							e	4115	0		40	[4]	[1, 4, 2, 3, 1, 3, 4, 2]	C					105			0		
9	1	1	464.0	464.0	384.0	384.0	304.0	304.0	e	4115	2592	281.0	281	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	368.0	416.0	416.0	105	304.0	304.0	0	352.0	352.0
10	1	1	624.0	624.0	416.0	416.0	528.0	528.0	e	4115	3488	408.0	408	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	448.0	448.0	368.0	368.0	105	512.0	512.0	0	592.0	592.0
11	0	1			384.0	384.0	304.0	303.0	e	4115	1392	280.0	280	[1, 4, 2, 3, 1, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C				32.0	105	304.0	304.0	0	368.0	368.0
12	0	1			432.0	431.0	400.0	400.0	e	4115	2752	792.0	792	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	B	512.0	512.0	560.0	560.0	105	480.0	480.0	1	368.0	368.0
13	1	1	448.0	448.0	368.0	368.0	336.0	336.0	e	4115	2736	270.0	270	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	432.0	432.0	464.0	464.0	105	368.0	368.0	0	320.0	320.0
14	1	1	496.0	496.0	384.0	384.0	336.0	336.0	e	4115	3072	470.0	470	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	528.0	528.0	544.0	544.0	105	496.0	496.0	0	288.0	287.0
15	1	1	608.0	608.0	448.0	448.0	576.0	576.0	e	4115	3440	295.0	295	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	448.0	448.0	368.0	368.0	105	432.0	432.0	0	560.0	560.0
16	1	1	528.0	528.0	448.0	448.0	512.0	512.0	e	4115	3424	311.0	311	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	464.0	464.0	400.0	400.0	105	432.0	432.0	0	640.0	640.0
17	1	1	544.0	544.0	336.0	336.0	304.0	304.0	e	4115	2800	293.0	293	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	496.0	496.0	432.0	432.0	105	336.0	336.0	0	352.0	352.0
18	1	1	592.0	592.0	448.0	448.0	560.0	560.0	e	4115	3520	341.0	341	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	416.0	416.0	336.0	336.0	105	512.0	512.0	0	656.0	656.0
19	1	1	480.0	480.0	480.0	480.0	320.0	320.0	e	4115	3200	453.0	453	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	384.0	384.0	784.0	784.0	105	352.0	352.0	0	400.0	400.0
