	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	1	2	1	B	3	3	4	4	2	125
1	4	4	3	1	random	3	1	2	2	4	125
2	2	3	1	3	random	2	2	4	4	1	125
3	3	1	4	3	random	1	3	2	2	4	125
4	4	1	4	1	random	2	2	3	4	3	125
5	7	4	2	1	random	2	1	3	4	3	125
6	7	4	1	2	random	3	2	3	1	4	125
7	6	3	2	1	random	2	1	4	3	4	125
8	6	2	4	1	random	4	1	3	3	2	125
9	7	4	2	3	random	2	3	1	4	1	125
10	5	3	4	2	random	3	1	2	1	4	125
11	1	2	1	3	C	1	4	3	2	4	125
12	1	2	2	4	A	4	1	3	1	3	125
13	5	1	3	1	random	2	4	2	3	4	125
14	1	4	1	3	random	1	2	3	2	4	125
