	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1			496.0	494.0	608.0	606.0	e	4233	3344	588.0	588	[2, 1, 4, 2, 3, 1, 4]	[2, 1, 4, 2, 3, 1, 4, 3]	A	448.0	446.0	480.0	478.0	106	704.0	702.0	1	608.0	606.0
1	1	1	527.0	525.0	480.0	478.0	448.0	446.0	e	4233	3119	607.0	607	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	448.0	447.0	304.0	302.0	106	464.0	462.0	0	448.0	446.0
2	1	1	432.0	430.0	400.0	398.0	368.0	366.0	e	4233	2848	627.0	627	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	384.0	382.0	432.0	430.0	106	448.0	446.0	0	384.0	382.0
3	1	1	560.0	558.0	352.0	350.0	464.0	462.0	e	4233	3089	483.0	483	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	416.0	414.0	400.0	398.0	106	448.0	446.0	0	449.0	447.0
4	1	1	528.0	526.0	464.0	462.0	512.0	510.0	e	4233	3120	642.0	642	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	416.0	414.0	304.0	302.0	106	464.0	462.0	0	432.0	430.0
5	1	1	527.0	526.0	512.0	510.0	496.0	494.0	e	4233	3344	595.0	595	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	480.0	478.0	465.0	463.0	106	464.0	462.0	0	400.0	398.0
6	1	1	496.0	494.0	576.0	574.0	640.0	638.0	e	4233	3408	578.0	578	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	368.0	366.0	352.0	350.0	106	464.0	462.0	0	512.0	510.0
7	1	1	511.0	509.0	336.0	334.0	464.0	462.0	e	4233	2879	438.0	438	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	448.0	446.0	384.0	382.0	106	432.0	430.0	0	304.0	302.0
8	1	1	400.0	398.0	480.0	478.0	480.0	478.0	e	4233	3056	611.0	611	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	320.0	318.0	496.0	494.0	106	416.0	414.0	0	464.0	462.0
9	1	1	383.0	382.0	464.0	462.0	544.0	542.0	e	4233	3055	628.0	628	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	400.0	398.0	352.0	350.0	106	544.0	542.0	0	368.0	366.0
