	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	5	1	3	4	random	1	2	4	3	2	101
1	3	2	3	4	random	3	1	4	1	2	101
2	1	2	3	2	random	4	1	4	1	3	101
3	2	1	2	3	random	4	3	4	2	1	101
4	5	2	4	2	random	1	3	1	3	4	101
5	7	4	2	1	random	4	1	3	3	2	101
6	1	2	1	3	C	1	4	3	2	4	101
7	5	1	4	2	random	4	3	2	1	3	101
8	3	1	2	1	B	3	3	4	4	2	101
9	1	1	3	2	random	3	4	2	1	4	101
10	5	3	1	3	random	2	2	4	1	4	101
11	4	1	3	2	random	1	4	2	4	3	101
12	3	3	2	3	random	4	4	1	1	2	101
13	3	2	2	4	A	4	1	3	1	3	101
14	2	4	3	4	random	1	2	1	3	2	101
