	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1			368.0	368.0	320.0	320.0	e	3907	1648	387.0	387	[3, 2, 4, 1, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	A				256.0	104	384.0	384.0	0	320.0	320.0
1	1	1	384.0	384.0	400.0	399.0	320.0	319.0	e	3907	2816	409.0	409	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	416.0	416.0	544.0	544.0	104	384.0	384.0	0	368.0	368.0
2	1	1	464.0	464.0	432.0	431.0	432.0	432.0	e	3907	2864	472.0	472	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	320.0	320.0	384.0	384.0	104	448.0	448.0	0	384.0	384.0
3	1	1	368.0	367.0	576.0	576.0	320.0	320.0	e	3907	2752	261.0	261	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	512.0	512.0	304.0	304.0	104	336.0	335.0	0	336.0	335.0
4	0	1			544.0	544.0	624.0	624.0	e	3907	3152	645.0	645	[2, 1, 4, 2, 3, 1, 4]	[2, 1, 4, 2, 3, 1, 4, 3]	C	640.0	640.0	496.0	495.0	104	432.0	432.0	1	416.0	415.0
5	0	1			464.0	464.0	368.0	367.0	e	3907	2640	462.0	462	[2, 1, 4, 2, 3, 1, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C		447.0	528.0	527.0	104	480.0	479.0	0	352.0	351.0
6	0	1	448.0	448.0	464.0	464.0	352.0	352.0	e	3907	3312	633.0	633	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	1040.0	1039.0	416.0	415.0	104	384.0	384.0	1	208.0	208.0
7	1	1	400.0	400.0	576.0	576.0	288.0	288.0	e	3907	3040	360.0	360	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	544.0	544.0	576.0	576.0	104	416.0	416.0	0	240.0	239.0
8	1	1	800.0	800.0	368.0	368.0	288.0	287.0	e	3907	3168	519.0	519	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	480.0	479.0	592.0	591.0	104	320.0	319.0	0	320.0	320.0
9	1	1	320.0	320.0	464.0	464.0	320.0	320.0	e	3907	2784	439.0	439	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	416.0	415.0	368.0	367.0	104	464.0	464.0	0	432.0	432.0
10	0	1			272.0	271.0	224.0	224.0	e	3907	1696	261.0	261	[1, 4, 2, 3, 1, 3, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B		192.0	304.0	304.0	104	400.0	400.0	0	304.0	304.0
11	0	1			416.0	416.0	352.0	352.0	e	3907	2192	377.0	377	[2, 1, 4, 2, 3, 2]	[2, 1, 4, 2, 3, 1, 4, 3]	C				367.0	104	544.0	543.0	0	512.0	512.0
