	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	5	2	3	1	random	4	1	4	3	2	132
1	2	2	1	4	random	3	4	3	1	2	132
2	1	3	3	2	C	2	4	1	4	1	132
3	5	3	2	4	random	3	4	1	2	1	132
4	6	4	1	2	random	1	2	3	4	3	132
5	6	1	2	1	random	3	3	4	2	4	132
6	6	1	2	4	random	3	3	4	1	2	132
7	7	2	4	1	random	4	1	3	2	3	132
8	2	2	1	3	B	1	4	3	2	4	132
9	2	1	2	1	A	3	3	4	4	2	132
10	4	4	3	4	random	2	1	2	3	1	132
11	5	3	4	3	random	4	2	1	2	1	132
12	4	2	3	1	random	4	1	4	3	2	132
13	3	2	3	1	random	3	1	4	4	2	132
14	6	4	2	1	random	3	3	1	4	2	132
