	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	2	3	1	random	2	1	4	3	4	130
1	7	4	2	3	random	2	3	1	4	1	130
2	1	1	2	1	C	3	3	4	4	2	130
3	1	3	1	3	random	2	2	4	4	1	130
4	7	4	2	4	random	3	1	3	2	1	130
5	7	2	1	2	random	4	3	4	1	3	130
6	7	2	4	2	random	1	1	3	4	3	130
7	1	2	2	4	B	4	1	3	1	3	130
8	4	2	1	4	random	3	3	4	2	1	130
9	7	3	4	1	random	4	2	1	3	2	130
10	1	3	3	2	A	2	4	1	4	1	130
11	7	2	3	2	random	1	1	4	4	3	130
12	7	1	2	4	random	3	3	4	1	2	130
13	7	1	2	3	random	2	3	4	4	1	130
14	1	2	4	1	random	3	1	3	4	2	130
