	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	1	2	4	3	random	2	3	1	4	1	120
1	2	3	3	2	C	2	4	1	4	1	120
2	7	3	2	4	random	1	1	4	2	3	120
3	4	4	2	1	random	2	1	3	4	3	120
4	4	1	4	3	random	1	3	2	4	2	120
5	3	2	1	4	random	2	4	3	3	1	120
6	2	1	2	3	random	1	3	4	2	4	120
7	3	2	4	2	random	1	3	1	4	3	120
8	4	2	4	1	random	3	3	1	4	2	120
9	4	1	2	1	A	3	3	4	4	2	120
10	6	3	4	2	random	3	1	2	4	1	120
11	7	2	3	4	random	1	4	1	3	2	120
12	7	3	2	3	random	4	4	1	1	2	120
13	2	1	2	4	random	2	4	3	3	1	120
14	5	2	1	3	B	1	4	3	2	4	120
