	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	2	3	4	1	random	2	1	2	3	4	116
1	6	3	1	2	random	4	2	4	1	3	116
2	1	2	3	4	random	1	4	1	3	2	116
3	2	2	1	3	random	4	4	3	1	2	116
4	7	4	3	1	random	4	2	1	2	3	116
5	3	3	3	2	C	2	4	1	4	1	116
6	7	4	2	4	random	3	1	3	2	1	116
7	3	2	3	1	random	2	4	1	4	3	116
8	1	1	4	1	random	3	2	3	2	4	116
9	4	2	3	2	random	4	4	1	1	3	116
10	5	2	1	4	random	2	4	3	1	3	116
11	6	1	2	1	A	3	3	4	4	2	116
12	6	2	1	3	B	1	4	3	2	4	116
13	2	2	1	3	random	2	3	4	4	1	116
14	2	1	3	2	random	3	2	4	4	1	116
