	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	3	4	1	random	2	2	1	3	4	131
1	1	2	1	3	random	1	4	3	4	2	131
2	2	4	1	2	random	4	3	2	3	1	131
3	6	2	1	4	random	2	3	4	1	3	131
4	3	3	3	2	B	2	4	1	4	1	131
5	7	4	2	3	random	1	3	1	4	2	131
6	1	3	1	4	random	3	4	2	1	2	131
7	1	2	4	2	random	1	1	3	3	4	131
8	7	1	3	2	random	3	2	4	4	1	131
9	6	1	4	1	random	4	2	3	3	2	131
10	1	2	1	3	A	1	4	3	2	4	131
11	3	2	1	2	random	3	3	4	4	1	131
12	3	3	2	3	random	2	4	1	4	1	131
13	1	2	2	4	C	4	1	3	1	3	131
14	4	1	3	1	random	2	4	2	3	4	131
