	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	3	3	2	B	2	4	1	4	1	127
1	7	1	2	4	random	1	3	4	2	3	127
2	7	2	3	2	random	1	4	1	3	4	127
3	3	3	1	4	random	3	2	4	1	2	127
4	4	4	2	1	random	2	1	3	4	3	127
5	7	4	2	4	random	3	1	3	2	1	127
6	7	1	3	2	random	3	4	2	4	1	127
7	7	4	2	1	random	3	1	3	4	2	127
8	7	4	2	1	random	4	1	3	3	2	127
9	6	2	4	1	random	2	1	3	3	4	127
10	7	2	1	2	random	4	4	3	1	3	127
11	7	2	1	3	A	1	4	3	2	4	127
12	3	2	3	4	random	1	1	4	3	2	127
13	6	2	2	4	C	4	1	3	1	3	127
14	6	3	4	2	random	3	1	2	1	4	127
