	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	3	3	2	3	random	1	4	1	4	2	127
1	1	3	3	2	B	2	4	1	4	1	127
2	7	2	4	3	random	1	1	3	4	2	127
3	5	4	3	2	random	1	2	1	4	3	127
4	4	1	2	4	random	3	3	4	1	2	127
5	4	2	1	3	A	1	4	3	2	4	127
6	6	4	1	3	random	2	2	3	4	1	127
7	5	2	1	4	random	1	4	3	2	3	127
8	5	1	4	2	random	3	3	2	4	1	127
9	5	4	2	3	random	2	1	3	1	4	127
10	3	2	4	3	random	1	1	3	2	4	127
11	5	2	2	4	C	4	1	3	1	3	127
12	4	1	3	2	random	1	4	2	4	3	127
13	3	1	3	2	random	4	4	2	3	1	127
14	3	1	3	2	random	4	4	2	3	1	127
