	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	464.0	464.0	528.0	528.0	416.0	416.0	e	3443	3008	339.0	339	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	416.0	416.0	304.0	304.0	121	464.0	464.0	0	416.0	416.0
1	1	1	480.0	480.0	368.0	368.0	336.0	336.0	e	3443	2592	455.0	455	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	304.0	304.0	384.0	384.0	121	320.0	320.0	0	400.0	400.0
2	1	1	464.0	464.0	416.0	416.0	384.0	384.0	e	3443	2848	487.0	487	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	368.0	368.0	432.0	432.0	121	384.0	384.0	0	400.0	400.0
3	1	1	480.0	480.0	512.0	512.0	400.0	400.0	e	3443	2880	535.0	535	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	336.0	336.0	384.0	384.0	121	352.0	352.0	0	416.0	416.0
4	1	1	352.0	352.0	448.0	448.0	320.0	320.0	e	3443	2768	423.0	423	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	352.0	352.0	384.0	384.0	121	368.0	368.0	0	544.0	544.0
5	1	1	304.0	304.0	432.0	432.0	288.0	288.0	e	3443	2496	391.0	391	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	320.0	320.0	400.0	400.0	121	352.0	352.0	0	400.0	400.0
6	1	1	384.0	384.0	304.0	304.0	480.0	480.0	e	3443	2864	439.0	439	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	448.0	448.0	320.0	320.0	121	384.0	384.0	0	544.0	544.0
7	1	1	496.0	496.0	288.0	288.0	416.0	416.0	e	3443	2576	407.0	407	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	320.0	288.0	288.0	121	368.0	368.0	0	400.0	400.0
8	1	1	384.0	384.0	288.0	288.0	432.0	432.0	e	3443	2384	389.0	389	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	304.0	304.0	288.0	288.0	121	384.0	384.0	0	304.0	304.0
9	1	1	384.0	384.0	384.0	384.0	320.0	320.0	e	3443	2672	456.0	456	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	496.0	496.0	320.0	320.0	121	464.0	464.0	0	304.0	304.0
10	0	1				496.0	288.0	288.0	e	3443	1472	486.0	486	[1, 4, 2, 3, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C					121	288.0	288.0	0	400.0	400.0
11	1	1	336.0	336.0	448.0	448.0	336.0	336.0	e	3443	2704	473.0	473	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	336.0	336.0	528.0	528.0	121	320.0	320.0	0	400.0	400.0
12	1	1	383.0	383.0	384.0	384.0	352.0	352.0	e	3443	2447	422.0	422	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	368.0	368.0	304.0	304.0	121	336.0	336.0	0	320.0	320.0
13	0	1				176.0	336.0	336.0	e	3443	1184	454.0	454	[1, 4, 2, 3, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C					121	288.0	288.0	0	384.0	384.0
14	1	1	320.0	320.0	288.0	288.0	368.0	368.0	e	3443	2416	681.0	681	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	304.0	304.0	352.0	352.0	121	336.0	336.0	0	448.0	448.0
15	1	1	400.0	400.0	320.0	320.0	368.0	368.0	e	3443	2528	453.0	453	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	368.0	368.0	336.0	336.0	121	368.0	368.0	0	368.0	368.0
16	1	1	336.0	336.0	400.0	400.0	320.0	320.0	e	3443	2592	470.0	470	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	320.0	320.0	464.0	464.0	121	336.0	336.0	0	416.0	416.0
17	1	1	352.0	352.0	336.0	336.0	416.0	416.0	e	3443	2672	421.0	421	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	352.0	352.0	320.0	320.0	121	304.0	304.0	0	592.0	592.0
18	1	1	448.0	448.0	320.0	320.0	272.0	272.0	e	3443	2656	405.0	405	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	432.0	432.0	432.0	432.0	121	336.0	336.0	0	416.0	416.0
19	1	1	416.0	416.0	432.0	432.0	320.0	320.0	e	3443	2720	437.0	437	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	416.0	416.0	400.0	400.0	121	288.0	288.0	0	448.0	448.0
20	1	1	464.0	464.0	352.0	352.0	448.0	448.0	e	3443	2944	392.0	392	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	352.0	352.0	416.0	416.0	121	272.0	272.0	0	640.0	640.0
