	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	1	3	2	random	3	2	4	4	1	110
1	6	2	4	1	random	4	1	3	3	2	110
2	1	1	2	1	C	3	3	4	4	2	110
3	1	2	2	4	B	4	1	3	1	3	110
4	7	4	2	3	random	4	3	1	1	2	110
5	4	1	2	1	random	4	4	3	3	2	110
6	2	3	3	2	A	2	4	1	4	1	110
7	7	3	1	2	random	3	2	4	4	1	110
8	6	1	2	1	random	4	3	4	3	2	110
9	7	3	1	4	random	2	2	4	3	1	110
10	7	1	2	3	random	1	3	4	4	2	110
11	7	1	2	1	random	3	4	3	4	2	110
12	7	1	3	2	random	1	4	2	3	4	110
13	1	2	4	3	random	2	3	1	1	4	110
14	7	2	3	1	random	2	1	4	3	4	110
