	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	336.0	335.0	464.0	463.0	320.0	319.0	e	3314	2880	277.0	277	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	400.0	399.0	464.0	463.0	101	416.0	415.0	0	480.0	479.0
1	1	1	544.0	543.0	336.0	335.0	304.0	303.0	e	3314	2800	391.0	391	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	415.0	448.0	447.0	101	336.0	335.0	0	416.0	415.0
2	0	1							e	3314	0		554	[2]	[3, 2, 4, 1, 2, 4, 3, 1]	B					101			0		
3	1	1	368.0	367.0	384.0	384.0	336.0	335.0	e	3314	2768	444.0	444	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	464.0	463.0	400.0	399.0	101	352.0	352.0	0	464.0	463.0
4	0	1	528.0	527.0	384.0	383.0	624.0	623.0	e	3314	3168	555.0	555	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	368.0	367.0	352.0	351.0	101	496.0	495.0	1	416.0	415.0
5	1	1	320.0	319.0	336.0	335.0	272.0	272.0	e	3314	2416	362.0	362	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	367.0	384.0	383.0	101	320.0	319.0	0	416.0	415.0
6	1	1	384.0	383.0	352.0	351.0	336.0	335.0	e	3314	2816	359.0	359	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	384.0	383.0	512.0	511.0	101	416.0	415.0	0	432.0	431.0
7	0	1	432.0	431.0	384.0	383.0	320.0	319.0	e	3314	2768	614.0	614	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	432.0	431.0	464.0	463.0	101	416.0	415.0	1	320.0	319.0
8	0	1	304.0	303.0	336.0	335.0	528.0	527.0	e	3314	2912	524.0	524	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	416.0	415.0	544.0	544.0	101	432.0	431.0	1	352.0	351.0
9	1	1	544.0	543.0	288.0	287.0	480.0	479.0	e	3314	2592	470.0	470	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	240.0	239.0	352.0	352.0	101	304.0	303.0	0	384.0	383.0
10	1	1	432.0	431.0	352.0	351.0	464.0	463.0	e	3314	2608	342.0	342	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	319.0	288.0	287.0	101	304.0	303.0	0	448.0	447.0
11	0	1						383.0	e	3314	1056	422.0	422	[4, 3, 1, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	A					101	320.0	319.0	0	352.0	351.0
12	1	1	384.0	384.0	288.0	287.0	256.0	255.0	e	3314	2368	397.0	397	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	367.0	400.0	400.0	101	304.0	303.0	0	368.0	367.0
13	1	1	352.0	351.0	304.0	304.0	288.0	287.0	e	3314	2336	399.0	399	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	367.0	400.0	399.0	101	288.0	287.0	0	336.0	335.0
14	0	1							e	3314	608	438.0	438	[3, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	B					101		287.0	0	320.0	319.0
15	0	1			336.0	335.0	400.0	400.0	e	3314	1872	516.0	516	[4, 3, 1, 4, 2, 3, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	A		95.0	320.0	319.0	101	320.0	319.0	0	400.0	399.0
16	0	1	304.0	303.0	448.0	447.0	384.0	384.0	e	3314	2864	556.0	556	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	432.0	431.0	512.0	511.0	101	368.0	368.0	1	416.0	415.0
17	1	1	464.0	463.0	320.0	319.0	304.0	303.0	e	3314	2592	377.0	377	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	304.0	303.0	592.0	591.0	101	288.0	287.0	0	320.0	319.0
18	1	1	304.0	303.0	448.0	448.0	288.0	287.0	e	3314	2800	344.0	344	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	416.0	415.0	448.0	447.0	101	368.0	367.0	0	528.0	527.0
19	1	1	512.0	511.0	320.0	319.0	432.0	431.0	e	3314	2512	453.0	453	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	304.0	304.0	304.0	303.0	101	288.0	287.0	0	352.0	351.0
20	1	1	480.0	479.0	336.0	336.0	464.0	463.0	e	3314	2576	406.0	406	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	288.0	287.0	288.0	288.0	101	288.0	287.0	0	432.0	431.0
21	1	1	304.0	303.0	464.0	463.0	256.0	255.0	e	3314	2576	307.0	307	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	464.0	463.0	384.0	383.0	101	400.0	399.0	0	304.0	303.0
22	1	1	512.0	511.0	336.0	335.0	416.0	415.0	e	3314	2544	389.0	389	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	272.0	271.0	304.0	303.0	101	272.0	271.0	0	432.0	431.0
23	1	1	432.0	431.0	416.0	415.0	512.0	511.0	e	3314	2624	342.0	342	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	319.0	272.0	271.0	101	288.0	288.0	0	384.0	383.0
24	0	1							e	3314	864	340.0	340	[3, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	B					101		383.0	0	480.0	479.0
25	1	1	400.0	399.0	336.0	335.0	400.0	399.0	e	3314	2608	345.0	345	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	400.0	399.0	272.0	272.0	101	352.0	351.0	0	448.0	447.0
26	1	1	400.0	400.0	288.0	287.0	240.0	240.0	e	3314	2368	453.0	453	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	288.0	287.0	496.0	495.0	101	272.0	271.0	0	384.0	383.0
27	1	1	320.0	319.0	272.0	271.0	272.0	272.0	e	3314	2208	403.0	403	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	304.0	303.0	416.0	415.0	101	256.0	255.0	0	368.0	367.0
28	1	1	496.0	496.0	320.0	319.0	448.0	447.0	e	3314	2528	369.0	369	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	288.0	287.0	256.0	256.0	101	336.0	335.0	0	384.0	383.0
29	0	1	256.0	255.0	352.0	352.0	208.0	207.0	e	2953	2512	575.0	575	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	496.0	495.0	432.0	431.0	101	448.0	447.0	1	320.0	319.0
30	0	1			416.0	415.0	288.0	287.0	e	2953	2080	323.0	323	[3, 2, 4, 1, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	B		287.0	384.0	383.0	101	320.0	319.0	0	384.0	383.0
31	0	1	384.0	383.0	320.0	320.0	352.0	352.0	e	2953	2576	436.0	436	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	415.0	416.0	415.0	101	320.0	319.0	1	368.0	368.0
32	0	1							e	2953	288	384.0	384	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A					101			0		287.0
33	0	1	432.0	431.0	304.0	303.0	224.0	223.0	e	2953	2704	386.0	386	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	415.0	672.0	671.0	101	288.0	287.0	1	368.0	367.0
34	1	1	352.0	351.0	352.0	351.0	272.0	271.0	e	2953	2368	385.0	385	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	400.0	399.0	416.0	415.0	101	288.0	287.0	0	288.0	287.0
35	0	1	448.0	447.0	368.0	368.0	224.0	224.0	e	2961	2544	495.0	495	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	352.0	351.0	416.0	415.0	101	416.0	415.0	1	320.0	319.0
36	0	2	416.0	415.0	352.0	351.0	288.0	288.0	e	2961	2560	451.0	451	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	367.0	512.0	511.0	101	256.0	255.0	1	368.0	367.0
37	1	2	304.0	303.0	336.0	335.0	256.0	255.0	e	2961	2128	403.0	403	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	320.0	319.0	400.0	399.0	101	256.0	255.0	0	256.0	255.0
38	0	2						319.0	e	2929	1104	464.0	464	[4, 3, 1, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	A					101	352.0	351.0	0	432.0	431.0
39	1	2	304.0	303.0	272.0	272.0	304.0	304.0	e	2929	2480	387.0	387	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	400.0	399.0	592.0	592.0	101	304.0	303.0	0	304.0	303.0
40	1	2	464.0	463.0	272.0	272.0	400.0	399.0	e	2913	2368	369.0	369	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	208.0	207.0	288.0	288.0	101	320.0	319.0	0	416.0	415.0
41	0	2							e	2913	320	385.0	385	[3, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	B					101			0		319.0
42	1	2	448.0	447.0	304.0	303.0	416.0	416.0	e	2913	2416	417.0	417	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	272.0	271.0	304.0	304.0	101	320.0	319.0	0	352.0	351.0
43	1	2	464.0	463.0	272.0	271.0	400.0	399.0	e	2899	2384	397.0	397	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	208.0	207.0	304.0	303.0	101	288.0	287.0	0	448.0	447.0
44	0	2			256.0	255.0	368.0	367.0	e	2867	1712	271.0	271	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A		255.0	288.0	287.0	101	272.0	271.0	0	272.0	271.0
45	0	2	480.0	479.0	320.0	319.0	336.0	335.0	e	2867	2560	319.0	319	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	304.0	303.0	256.0	256.0	101	336.0	335.0	1	528.0	527.0
46	1	2	176.0	175.0	288.0	288.0	368.0	367.0	e	2867	1824	322.0	322	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	240.0	239.0	288.0	288.0	101	224.0	223.0	0	240.0	239.0
47	1	2	304.0	303.0	352.0	352.0	224.0	223.0	e	2803	2400	373.0	373	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	448.0	447.0	416.0	415.0	101	368.0	367.0	0	288.0	287.0
48	0	2							e	2801	256	289.0	289	[3, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	B					101			0		255.0
49	0	2	272.0	271.0	272.0	271.0	320.0	319.0	e	2801	2576	337.0	337	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	672.0	671.0	400.0	399.0	101	320.0	320.0	1	320.0	319.0
50	0	2	544.0	543.0	288.0	287.0	544.0	543.0	e	2801	2880	319.0	319	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	480.0	479.0	480.0	479.0	101	368.0	367.0	1	176.0	175.0
51	0	2						255.0	e	2801	880	257.0	257	[3, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	B					101	336.0	335.0	0	288.0	288.0
52	0	2			320.0	319.0	256.0	255.0	e	2801	1776	272.0	272	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A		255.0	256.0	255.0	101	272.0	271.0	0	416.0	415.0
53	0	2			400.0	399.0	368.0	367.0	e	2801	2288	273.0	273	[3, 2, 4, 1, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	B		287.0	464.0	463.0	101	464.0	463.0	0	304.0	303.0
54	1	2	336.0	335.0	416.0	415.0	256.0	255.0	e	2801	2416	309.0	309	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	464.0	463.0	400.0	399.0	101	336.0	335.0	0	208.0	207.0
55	0	2	224.0	223.0	400.0	399.0	256.0	255.0	e	2793	2464	476.0	476	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	608.0	607.0	528.0	528.0	101	224.0	224.0	1	224.0	223.0
56	1	2	336.0	335.0	448.0	448.0	192.0	191.0	e	2793	2208	309.0	309	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	480.0	479.0	304.0	303.0	101	256.0	255.0	0	192.0	191.0
57	0	2	464.0	463.0	240.0	240.0	320.0	319.0	e	2789	2800	300.0	300	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	464.0	463.0	672.0	672.0	101	448.0	448.0	1	192.0	191.0
58	0	2	368.0	367.0	272.0	271.0	368.0	367.0	e	2789	2656	242.0	242	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	608.0	607.0	480.0	480.0	101	368.0	367.0	1	192.0	191.0
59	0	2	544.0	543.0	368.0	367.0	256.0	255.0	e	2789	2480	315.0	315	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	288.0	287.0	288.0	287.0	101	368.0	367.0	1	368.0	367.0
60	1	2	320.0	319.0	400.0	399.0	288.0	287.0	e	2789	2368	238.0	238	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	336.0	335.0	528.0	527.0	101	336.0	335.0	0	160.0	159.0
61	1	2	256.0	255.0	240.0	239.0	432.0	431.0	e	2773	2336	292.0	292	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	448.0	447.0	496.0	496.0	101	368.0	367.0	0	96.0	95.0
62	0	2			448.0	447.0	288.0	287.0	e	2753	1536	277.0	277	[1, 4, 2, 3, 1, 4]	[1, 4, 2, 3, 1, 3, 4, 2]	C				304.0	101	336.0	335.0	0	160.0	160.0
63	0	2			464.0	463.0	352.0	351.0	e	2753	2192	338.0	338	[3, 2, 4, 1, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	B		271.0	528.0	527.0	101	400.0	400.0	0	176.0	175.0
64	1	2	288.0	287.0	400.0	400.0	304.0	303.0	e	2753	2448	286.0	286	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	B	448.0	447.0	432.0	431.0	101	400.0	399.0	0	176.0	175.0
65	1	2	304.0	303.0	288.0	287.0	256.0	255.0	e	2753	2432	256.0	256	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	480.0	479.0	512.0	511.0	101	304.0	303.0	0	288.0	287.0
66	0	2	528.0	527.0	576.0	576.0	432.0	432.0	e	2753	2784	253.0	253	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	240.0	239.0	400.0	399.0	101	256.0	255.0	1	352.0	351.0
67	0	2			464.0	464.0	256.0	255.0	e	2753	1824	271.0	271	[3, 2, 4, 1, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	B		207.0	528.0	527.0	101	240.0	239.0	0	128.0	127.0
68	1	2	464.0	463.0	288.0	287.0	304.0	303.0	e	2753	2368	304.0	304	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A	272.0	271.0	336.0	335.0	101	272.0	271.0	0	432.0	431.0
69	0	2			464.0	463.0	304.0	303.0	e	2713	1632	252.0	252	[1, 4, 2, 3, 1, 4]	[1, 4, 2, 3, 1, 3, 4, 2]	C				207.0	101	448.0	448.0	0	208.0	207.0
70	1	2	256.0	255.0	480.0	480.0	256.0	256.0	e	2713	2320	271.0	271	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	C	464.0	463.0	368.0	367.0	101	192.0	191.0	0	304.0	303.0
71	0	2							e	2713	304	268.0	268	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	A					101			0		303.0
