	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	1	2	1	A	3	3	4	4	2	132
1	4	3	1	2	random	3	2	4	4	1	132
2	5	2	3	2	random	1	1	4	4	3	132
3	4	4	2	1	random	4	1	3	3	2	132
4	3	1	3	1	random	3	4	2	2	4	132
5	5	3	4	3	random	2	1	2	1	4	132
6	2	1	4	3	random	4	3	2	2	1	132
7	4	4	2	1	random	3	1	3	2	4	132
8	4	3	3	2	C	2	4	1	4	1	132
9	3	3	2	3	random	1	4	1	4	2	132
10	5	3	4	2	random	3	2	1	4	1	132
11	2	2	1	3	B	1	4	3	2	4	132
12	5	1	4	3	random	2	2	3	1	4	132
13	4	4	1	3	random	1	2	3	4	2	132
14	6	3	2	1	random	3	4	1	2	4	132
