	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	1	4	1	random	4	2	3	2	3	111
1	7	4	2	1	random	4	3	1	2	3	111
2	7	4	1	2	random	3	2	3	1	4	111
3	7	1	3	4	random	1	2	4	3	2	111
4	6	4	3	2	random	1	1	2	3	4	111
5	1	2	1	3	A	1	4	3	2	4	111
6	6	4	3	4	random	2	1	2	1	3	111
7	4	2	1	4	random	1	4	3	3	2	111
8	6	3	4	3	random	2	2	1	4	1	111
9	7	3	4	2	random	4	1	2	1	3	111
10	2	3	3	2	B	2	4	1	4	1	111
11	4	2	4	3	random	2	3	1	4	1	111
12	5	4	2	1	random	3	1	3	4	2	111
13	5	2	2	4	C	4	1	3	1	3	111
14	4	1	3	4	random	1	2	4	3	2	111
