	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	2	1	2	random	1	4	3	4	3	123
1	6	1	4	3	random	1	2	3	4	2	123
2	1	2	1	3	A	1	4	3	2	4	123
3	7	3	2	1	random	4	1	4	3	2	123
4	1	3	3	2	B	2	4	1	4	1	123
5	6	3	1	3	random	2	4	2	4	1	123
6	4	2	4	2	random	4	3	1	3	1	123
7	4	3	1	3	random	2	2	4	1	4	123
8	5	2	3	2	random	1	1	4	4	3	123
9	3	2	1	4	random	2	4	3	1	3	123
10	4	1	4	2	random	3	2	3	4	1	123
11	6	1	2	1	random	3	4	3	4	2	123
12	5	1	2	3	random	2	3	4	1	4	123
13	2	1	2	4	random	1	4	3	3	2	123
14	6	2	2	4	C	4	1	3	1	3	123
