	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1			640.0	640.0	737.0	736.0	e	2947.0	2960	531.0	531	[4, 3, 1, 4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B					130	719.0	719.0	1	864.0	864.0
1	0	1			593.0	592.0	464.0	463.0	e	2947.0	3088	547.0	547	[2, 1, 4, 2, 3, 1, 4]	[2, 1, 4, 2, 3, 1, 4, 3]	A	449.0	448.0	463.0	463.0	130	639.0	639.0	1	480.0	479.0
2	0	1		399.0	336.0	335.0	336.0	335.0	e	2947.0	2271	431.0	431	[4, 3, 1, 4, 2, 3, 1, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	B	289.0	288.0	256.0	255.0	130	272.0	271.0	0	383.0	383.0
3	0	1	432.0	432.0	464.0	464.0	368.0	368.0	e	2947.0	3104	393.0	393	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	417.0	416.0	591.0	591.0	130	449.0	448.0	1	383.0	383.0
4	0	1	368.0	367.0	367.0	367.0	560.0	560.0	e	2947.0	2959	473.0	473	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	239.0	239.0	289.0	288.0	130	753.0	752.0	1	383.0	383.0
5	0	1		175.0	321.0	320.0	368.0	367.0	e	2947.0	1903	377.0	377	[4, 3, 1, 4, 2, 3, 1, 4]	[4, 3, 1, 4, 2, 3, 1, 2]	B	144.0	144.0	288.0	288.0	130	239.0	239.0	0	368.0	368.0
6	0	1	448.0	447.0	641.0	640.0	431.0	431.0	e	2947.0	3455	521.0	521	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	495.0	495.0	624.0	624.0	130	384.0	384.0	1	432.0	431.0
7	0	1							e	2947.0	112	473.0	473	[3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C					130			0		112.0
8	1	1	417.0	415.0	304.0	304.0	321.0	320.0	e	2947.0	1936	425.0	425	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	223.0	223.0	112.0	111.0	130	239.0	239.0	0	320.0	320.0
9	0	1		256.0	239.0	239.0	369.0	368.0	e	2947.0	1920	372.0	372	[4, 3, 1, 4, 2, 3, 1, 4]	[4, 3, 1, 4, 2, 3, 1, 2]	B	127.0	127.0	273.0	272.0	130	272.0	271.0	0	383.0	383.0
10	1	1	321.0	320.0	352.0	351.0	208.0	207.0	e	2947.0	2128	473.0	473	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	288.0	287.0	320.0	319.0	130	224.0	223.0	0	415.0	415.0
11	0	1			1152.0	1152.0	497.0	496.0	e	2947.0	3071	533.0	533	[3, 2, 4, 1, 2, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	C			591.0	591.0	130	336.0	335.0	1	495.0	495.0
12	1	1	192.0	191.0	464.0	464.0	273.0	271.0	e	2947.0	2207	421.0	421	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	271.0	271.0	384.0	384.0	130	223.0	223.0	0	400.0	400.0
13	0	1	432.0	432.0	513.0	512.0	352.0	351.0	e	2947.0	3024	661.0	661	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	512.0	511.0	432.0	432.0	130	351.0	351.0	1	432.0	432.0
14	0	1						303.0	e	2947.0	1167	440.0	440	[2, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A					130	479.0	479.0	0	384.0	384.0
15	1	1	464.0	463.0	385.0	384.0	240.0	239.0	e	2947.0	2239	312.0	312	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	367.0	367.0	384.0	384.0	130	223.0	223.0	0	176.0	175.0
16	1	1	385.0	384.0	465.0	464.0	399.0	399.0	e	2947.0	2400	453.0	453	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	224.0	223.0	303.0	303.0	130	208.0	207.0	0	416.0	416.0
17	0	1	448.0	448.0	591.0	591.0	449.0	448.0	e	2947.0	3121	468.0	468	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	336.0	336.0	497.0	496.0	130	383.0	383.0	1	417.0	416.0
18	0	1			880.0	879.0	496.0	496.0	e	2947.0	3183	567.0	567	[3, 2, 4, 1, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	C					130	992.0	992.0	1	816.0	816.0
19	1	1	448.0	447.0	448.0	447.0	192.0	191.0	e	2947.0	2431	317.0	317	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	336.0	335.0	432.0	431.0	130	287.0	287.0	0	288.0	287.0
20	0	1	384.0	383.0	625.0	624.0	352.0	351.0	e	2947.0	2495	566.0	566	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	335.0	335.0	288.0	288.0	130	223.0	223.0	1	288.0	288.0
21	0	1							e	2947.0	129	340.0	340	[3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C					130			0		128.0
22	0	1		320.0	304.0	304.0	465.0	464.0	e	2947.0	2032	421.0	421	[4, 3, 1, 4, 2, 3, 1, 4]	[4, 3, 1, 4, 2, 3, 1, 2]	B	128.0	127.0	223.0	223.0	130	175.0	175.0	0	416.0	416.0
23	0	1	400.0	399.0	609.0	607.0	559.0	559.0	e	2947.0	3471	517.0	517	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	351.0	351.0	528.0	528.0	130	513.0	512.0	1	511.0	511.0
24	0	1	305.0	304.0	401.0	400.0	399.0	399.0	e	2947.0	2656	376.0	376	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	224.0	223.0	383.0	383.0	130	592.0	592.0	1	352.0	352.0
25	0	1						255.0	e	2947.0	735	740.0	740	[2, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A					130	224.0	223.0	0	255.0	255.0
26	1	1	272.0	271.0	448.0	447.0	351.0	350.0	e	2947.0	1871	436.0	436	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	208.0	207.0	192.0	191.0	130	145.0	144.0	0	255.0	255.0
27	0	1		287.0	544.0	544.0	368.0	368.0	e	2947.0	2607	513.0	513	[2, 1, 4, 2, 3, 1, 4, 2]	[2, 1, 4, 2, 3, 1, 4, 3]	A	417.0	416.0	239.0	239.0	130	417.0	416.0	0	335.0	335.0
28	0	1							e	2947.0	175	405.0	405	[2, 4]	[2, 1, 4, 2, 3, 1, 4, 3]	A					130			0		175.0
29	0	1	448.0	447.0	400.0	399.0	480.0	480.0	e	2947.0	2831	422.0	422	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	319.0	319.0	384.0	384.0	130	385.0	384.0	1	415.0	415.0
30	1	1	176.0	175.0	352.0	351.0	192.0	191.0	e	2947.0	2031	388.0	388	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	239.0	239.0	321.0	320.0	130	367.0	367.0	0	384.0	384.0
31	0	1							e	2947.0	176	336.0	336	[3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C					130			0		175.0
32	0	1		255.0	369.0	368.0	463.0	463.0	e	2947.0	2687	547.0	547	[4, 3, 1, 4, 2, 3, 1, 4]	[4, 3, 1, 4, 2, 3, 1, 2]	B	336.0	335.0	415.0	415.0	130	416.0	416.0	0	432.0	432.0
33	1	1	433.0	432.0	496.0	496.0	336.0	336.0	e	2947.0	2208	389.0	389	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	336.0	335.0	255.0	255.0	130	160.0	160.0	0	192.0	192.0
34	0	1		256.0	255.0	255.0	161.0	160.0	e	2947.0	1920	399.0	399	[2, 1, 4, 2, 3, 1, 4, 2]	[2, 1, 4, 2, 3, 1, 4, 3]	A	336.0	335.0	192.0	191.0	130	336.0	335.0	0	383.0	383.0
35	1	1	431.0	431.0	288.0	287.0	368.0	367.0	e	2947.0	2079	422.0	422	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	161.0	159.0	256.0	255.0	130	223.0	223.0	0	352.0	352.0
36	1	2	224.0	223.0	336.0	335.0	176.0	175.0	e	2947.0	1855	387.0	387	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	255.0	255.0	257.0	256.0	130	255.0	255.0	0	352.0	352.0
37	1	2	176.0	175.0	305.0	303.0	208.0	207.0	e	2947.0	1615	336.0	336	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	192.0	191.0	287.0	287.0	130	144.0	143.0	0	303.0	303.0
38	0	2		207.0	319.0	319.0	352.0	352.0	e	2947.0	1743	338.0	338	[2, 1, 4, 2, 3, 1, 4, 2]	[2, 1, 4, 2, 3, 1, 4, 3]	A	225.0	224.0	112.0	111.0	130	225.0	224.0	0	303.0	303.0
39	0	2			431.0	431.0	160.0	159.0	e	2947.0	1392	387.0	387	[3, 2, 4, 1, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	C				207.0	130	320.0	319.0	0	273.0	272.0
