	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	2	3	3	2	C	2	4	1	4	1	124
1	7	3	1	4	random	2	4	2	1	3	124
2	3	2	1	2	random	3	3	4	4	1	124
3	4	2	1	3	random	1	3	4	4	2	124
4	6	1	4	3	random	1	3	2	4	2	124
5	6	2	4	1	random	3	3	1	2	4	124
6	5	3	2	1	random	2	4	1	4	3	124
7	3	2	1	3	B	1	4	3	2	4	124
8	7	2	3	4	random	2	1	4	3	1	124
9	5	1	2	1	random	3	3	4	2	4	124
10	5	3	2	3	random	1	1	4	4	2	124
11	7	1	2	1	A	3	3	4	4	2	124
12	1	4	1	2	random	1	3	2	3	4	124
13	3	3	1	2	random	3	2	4	1	4	124
14	2	3	1	3	random	4	4	2	1	2	124
