	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	2	1	4	random	3	4	3	1	2	116
1	5	4	1	3	random	2	3	2	4	1	116
2	3	3	3	2	C	2	4	1	4	1	116
3	6	2	3	2	random	1	4	1	3	4	116
4	6	2	1	2	random	4	3	4	1	3	116
5	4	4	1	3	random	1	3	2	2	4	116
6	5	4	2	3	random	1	3	1	4	2	116
7	3	3	1	2	random	1	2	4	4	3	116
8	7	2	4	1	random	2	3	1	3	4	116
9	3	2	1	2	random	4	3	4	1	3	116
10	2	2	4	1	random	2	3	1	4	3	116
11	4	2	1	3	B	1	4	3	2	4	116
12	1	4	1	2	random	1	2	3	3	4	116
13	3	1	2	1	A	3	3	4	4	2	116
14	4	3	1	3	random	4	2	4	1	2	116
