	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1	480.0	478.0	304.0	302.0	368.0	366.0	e	3023	2880	444.0	444	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	464.0	462.0	368.0	366.0	124	560.0	558.0	1	336.0	334.0
1	1	1	368.0	366.0	272.0	270.0	352.0	350.0	e	3023	2320	420.0	420	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	320.0	318.0	368.0	366.0	124	384.0	382.0	0	256.0	254.0
2	0	1		254.0	320.0	318.0	160.0	158.0	e	3023	2320	386.0	386	[3, 2, 4, 1, 2, 4, 3, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	A	432.0	430.0	384.0	382.0	124	512.0	510.0	0	256.0	254.0
3	0	1				78.0	128.0	126.0	e	3023	832	405.0	405	[1, 4, 2, 3, 3]	[1, 4, 2, 3, 1, 3, 4, 2]	B					124	288.0	286.0	0	336.0	334.0
4	0	1		238.0	400.0	398.0	128.0	126.0	e	3023	2177	436.0	436	[1, 4, 2, 3, 1, 3, 4, 1]	[1, 4, 2, 3, 1, 3, 4, 2]	B	336.0	334.0	401.0	399.0	124	240.0	238.0	0	432.0	429.0
5	0	1							e	3023	176	405.0	405	[2, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C					124			0		174.0
6	1	1	384.0	382.0	272.0	270.0	256.0	254.0	e	3023	2207	581.0	581	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	351.0	349.0	384.0	383.0	124	320.0	319.0	0	240.0	238.0
7	0	1							e	3023	208	371.0	371	[3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A					124			0		206.0
8	1	1	352.0	350.0	304.0	302.0	304.0	302.0	e	3023	2352	341.0	341	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	288.0	286.0	416.0	414.0	124	416.0	414.0	0	272.0	270.0
9	1	1	368.0	366.0	304.0	302.0	320.0	318.0	e	3023	2384	367.0	367	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	368.0	366.0	368.0	366.0	124	320.0	318.0	0	336.0	334.0
10	1	1	352.0	350.0	144.0	142.0	352.0	350.0	e	3023	2144	371.0	371	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	352.0	350.0	336.0	334.0	124	304.0	302.0	0	304.0	302.0
11	0	1			255.0	253.0	288.0	286.0	e	3023	1199	400.0	400	[3, 2, 4, 1, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	A				174.0	124	272.0	270.0	0	208.0	206.0
12	0	1				126.0	144.0	142.0	e	3023	880	437.0	437	[1, 4, 2, 3, 3]	[1, 4, 2, 3, 1, 3, 4, 2]	B					124	224.0	222.0	0	384.0	382.0
13	1	1	352.0	350.0	352.0	350.0	192.0	190.0	e	3023	2112	402.0	402	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	352.0	350.0	320.0	318.0	124	272.0	270.0	0	272.0	270.0
14	1	1	352.0	350.0	288.0	286.0	240.0	238.0	e	3023	2256	419.0	419	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	304.0	302.0	480.0	478.0	124	336.0	334.0	0	256.0	254.0
15	1	1	480.0	478.0	272.0	270.0	304.0	302.0	e	3023	2528	355.0	355	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	320.0	318.0	384.0	382.0	124	352.0	350.0	0	416.0	414.0
16	1	1	352.0	350.0	336.0	334.0	272.0	270.0	e	3023	2320	529.0	529	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	416.0	414.0	304.0	302.0	124	304.0	302.0	0	336.0	334.0
17	1	1	368.0	366.0	256.0	254.0	240.0	238.0	e	3023	2192	338.0	338	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	368.0	366.0	400.0	398.0	124	240.0	238.0	0	320.0	318.0
18	1	1	336.0	333.0	304.0	302.0	207.0	206.0	e	3023	2031	353.0	353	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	384.0	382.0	288.0	286.0	124	272.0	271.0	0	240.0	238.0
19	0	1			352.0	350.0	144.0	142.0	e	3023	1264	358.0	358	[1, 4, 2, 3, 1, 4]	[1, 4, 2, 3, 1, 3, 4, 2]	B				254.0	124	272.0	270.0	0	240.0	238.0
20	1	1	480.0	478.0	160.0	158.0	320.0	318.0	e	3023	2129	428.0	428	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	304.0	302.0	337.0	335.0	124	192.0	190.0	0	336.0	334.0
21	0	1		318.0	160.0	158.0	320.0	318.0	e	3023	1888	366.0	366	[2, 1, 4, 2, 3, 1, 4, 2]	[2, 1, 4, 2, 3, 1, 4, 3]	C	256.0	254.0	320.0	318.0	124	176.0	174.0	0	336.0	334.0
22	1	1	400.0	398.0	240.0	238.0	336.0	334.0	e	3023	2480	355.0	355	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	352.0	350.0	384.0	382.0	124	320.0	318.0	0	448.0	446.0
23	0	1			240.0	238.0	400.0	398.0	e	3023	1840	338.0	338	[3, 2, 4, 1, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	A		254.0	368.0	366.0	124	320.0	318.0	0	256.0	254.0
24	1	1	304.0	302.0	352.0	350.0	240.0	238.0	e	3023	2368	465.0	465	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	B	384.0	382.0	480.0	478.0	124	304.0	302.0	0	304.0	302.0
25	1	1	384.0	382.0	272.0	270.0	208.0	206.0	e	3023	2016	352.0	352	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	A	321.0	319.0	352.0	350.0	124	256.0	254.0	0	223.0	221.0
26	0	1							e	3023	224	416.0	416	[2, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C					124			0		222.0
27	1	1	384.0	382.0	208.0	206.0	208.0	206.0	e	3023	2288	289.0	289	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	C	432.0	430.0	336.0	334.0	124	448.0	446.0	0	272.0	270.0
