	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	3	1	4	2	random	4	2	3	3	1	106
1	6	2	4	3	random	2	3	1	1	4	106
2	2	4	1	4	random	1	2	3	3	2	106
3	4	4	2	1	random	3	1	3	2	4	106
4	1	1	2	1	C	3	3	4	4	2	106
5	5	4	3	4	random	1	2	1	2	3	106
6	6	4	3	2	random	3	1	2	4	1	106
7	4	2	4	3	random	4	1	3	2	1	106
8	6	4	3	4	random	2	1	2	1	3	106
9	3	2	3	2	random	4	4	1	3	1	106
10	4	2	4	2	random	3	3	1	4	1	106
11	4	4	2	3	random	2	3	1	1	4	106
12	1	3	3	2	A	2	4	1	4	1	106
13	1	2	2	4	B	4	1	3	1	3	106
14	4	3	1	3	random	4	4	2	1	2	106
