	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	1	3	3	2	A	2	4	1	4	1	110
1	5	2	1	2	random	4	4	3	1	3	110
2	6	4	1	3	random	1	3	2	2	4	110
3	7	2	1	2	random	3	4	3	1	4	110
4	3	2	3	2	random	1	4	1	3	4	110
5	6	4	3	2	random	1	2	1	4	3	110
6	1	1	2	1	C	3	3	4	4	2	110
7	6	1	4	3	random	2	2	3	4	1	110
8	7	4	2	1	random	2	1	3	4	3	110
9	7	2	1	2	random	1	3	4	4	3	110
10	7	3	2	4	random	1	4	1	2	3	110
11	1	2	2	4	B	4	1	3	1	3	110
12	5	1	4	2	random	1	2	3	4	3	110
13	7	4	2	3	random	2	3	1	1	4	110
14	7	4	2	1	random	3	3	1	2	4	110
