	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1	480.0	479.0	368.0	367.0	432.0	431.0	e	3329	3056	437.0	437	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	464.0	463.0	448.0	447.0	114	464.0	463.0	1	400.0	399.0
1	0	1	432.0	431.0	336.0	335.0	416.0	415.0	e	3329	2896	568.0	568	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	352.0	352.0	368.0	367.0	114	560.0	559.0	1	432.0	431.0
2	0	1			336.0	335.0	336.0	335.0	e	3329	1568	425.0	425	[3, 2, 4, 1, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	C				287.0	114	320.0	319.0	0	288.0	287.0
3	1	1	512.0	511.0	288.0	288.0	304.0	303.0	e	3329	2592	456.0	456	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	352.0	351.0	368.0	367.0	114	384.0	383.0	0	384.0	383.0
4	1	1	464.0	463.0	336.0	335.0	368.0	367.0	e	3329	2736	443.0	443	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	400.0	399.0	352.0	352.0	114	464.0	463.0	0	352.0	351.0
5	1	1	320.0	319.0	304.0	303.0	352.0	351.0	e	3329	2464	476.0	476	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	416.0	415.0	320.0	319.0	114	352.0	351.0	0	400.0	399.0
6	0	1			304.0	303.0	256.0	255.0	e	3329	1952	409.0	409	[3, 2, 4, 1, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	C		239.0	496.0	496.0	114	320.0	319.0	0	336.0	335.0
7	1	1	352.0	351.0	224.0	223.0	368.0	367.0	e	3329	2368	314.0	314	[2, 1, 4, 2, 3, 1, 4, 3]	[2, 1, 4, 2, 3, 1, 4, 3]	A	320.0	319.0	432.0	431.0	114	288.0	287.0	0	384.0	383.0
8	1	1	480.0	479.0	464.0	463.0	336.0	335.0	e	3329	2688	502.0	502	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	B	384.0	383.0	288.0	287.0	114	464.0	463.0	0	272.0	272.0
9	0	1				431.0	400.0	399.0	e	3329	1456	682.0	682	[4, 3, 1, 4, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	B					114	320.0	319.0	0	304.0	303.0
10	0	1	672.0	671.0	368.0	368.0	272.0	271.0	e	3329	2848	541.0	541	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	C	400.0	399.0	480.0	479.0	114	320.0	319.0	1	336.0	335.0
